OpCo,TC_Id,MicroserviceName,ApiName,Method,Description,Keywords,LoopCount,Service_Type,Start_Date,End_Date,port,Alternate_No,dob,email,fdn1,fdn2,fdn3,fdn4,fdn5,firstName_1,lastName_1,lastRecharge,mmn,MSISDN,smsBodys,newSimSerial,placeofBirth,reasonForSwap,bundleType_1,charge,Subcriber_Number,amount,currency_Code,subscriberType,Sim_Serial_Number,Voucher_Number,Card_Pin_No.,Currency_Type,loggedInNumber,emailId,mailBody,mailSubject,receiverID,senderID,backUrl,mpin,paymentMobile,paymentMode,redirectUrl,transactionType,transactionId,fromDate,n,toDate,companyRef,country,paymentAmount,redirectURL,serviceDescription,txRef,refTxnId,refTxnId,refTransactionId,transactionToken,transactionReference,,bestOffer,bundle,bundleType,bundleUnit,chargePID,countryCode,currencyCode,description,duration,durationUnit,extraBundle,newProductCode,nonChargePID,productCode,serviceType,type,smsCount,validity,valueReceived,planType,TONE_ID,query,auuid,password_1,dateOfBirth,documentId,givenNames,nationalId,surname,action,accessTokenValidity,additionalInformation,authorities,authorizedGrantTypes,autoapprove,clientSecret,refreshTokenValidity,resourceIds,scope,Authorization,webServerRedirectUri,emailBody,expireInMS,isEmail,isSMS,mobileNumber,otpLength,refTransaction,otp,otpId,accountNonExpired,accountNonLocked,active,alternateMsisdn,blocked,createdBy,createdOn,credentialsNonExpired,deviceId,emailVerified,enabled,firstName,gender,lastLogin,lastName,middleName,msisdnVerified,id,newUserName,password,passwordModified,role,username,field,value,currentPassword,newPassword,simSerial,simSerial_1_4,updatedBy,updatedOn,category,isBestOffer,lineType,path,API_Path,Endpoint,Content-Type,ASP-OPCO,ASP-Locale,Response_Code,Expected_Param,Changes ,TCType
NG,TC011,Subscriber Profile,Check_if_Broadband,GET,Get Broadband  details with  valid 10 digits MSISDN No. of Nigeria,Check_if_Broadband;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,9029200061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/check-if-broadband,172.24.6.215,application/json,NG,en-US,200,broadband,,Positive
NG,TC012,Subscriber Profile,Check_if_Broadband,GET,Get Brodband details with invalid MSISDN No. of nigeria (greater or less than 10 digits).,Check_if_Broadband;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,907373367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/check-if-broadband,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC013,Subscriber Profile,Check_if_Broadband,GET,Get Brodband details  with the valid MSISDN No.(not NG no.),Check_if_Broadband;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/check-if-broadband,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC014,Subscriber Profile,Check_if_Broadband,GET,Get Brodband details with the blank MSISDN No.,Check_if_Broadband;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/check-if-broadband,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC015,Subscriber Profile,Check_if_Broadband,GET,Get Brodband details  with the invalid 10 digits MSISDN No.,Check_if_Broadband;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/check-if-broadband,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC016,Subscriber Profile,Line_Type,GET,Get Line Type details with valid prepaid MSISDN No ,Line_Type;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,8026202009,,,,,,,7086566597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/line-type,172.24.6.215,application/json,NG,en-US,200,lineType,,Positive
NG,TC017,Subscriber Profile,Line_Type,GET,Get Line Type details with valid postpaid MSISDN No,Line_Type;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7086566597,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/line-type,172.24.6.215,application/json,NG,en-US,200,lineType,,Positive
NG,TC018,Subscriber Profile,Line_Type,GET,Get Line Type details with invalid MSISDN No.(Greater or less than 10 digit no.),Line_Type;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,70603403701,,,,,,,752600581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/line-type,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC019,Subscriber Profile,Line_Type,GET,Get Line Type details with blank MSISDN,Line_Type;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/line-type,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC020,Subscriber Profile,Invoice_Details,GET,Get Invoice-details with valid Postpaid MSISDN No .,Invoice_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7016605543,,,,,,,9073733657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/invoice-details,172.24.6.215,application/json,NG,en-US,200,amount;totalOutstanding;totalUnbilled;currencyType,,Positive
NG,TC021,Subscriber Profile,Invoice_Details,GET,Get Invoice-details with invalid MSISDN No.(Not NG No.),Invoice_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7060340370,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/invoice-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC022,Subscriber Profile,Invoice_Details,GET,Get Invoice-details with Blank MSISDN No.,Invoice_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,,,,,,,,752336558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/invoice-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC023,Subscriber Profile,Invoice_Details,GET,Get Invoice-details with invalid MSISDN No.(Greater or less than 10 digit no.),Invoice_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,70603403701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/invoice-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC024,Subscriber Profile,Invoice_Details,GET,Get Invoice-details with valid Prepaid  MSISDN No .,Invoice_Details;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,8026202009,,,,,,,9073733657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/invoice-details,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC025,Subscriber Profile,Sim_Serial_Number,GET,Get Sim Serial Number with valid MSISDN No.,Sim_Serial_Number;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,8026202009,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/sim-serial-number,172.24.6.215,application/json,NG,en-US,200,simSerialNumber,,Positive
NG,TC026,Subscriber Profile,Sim_Serial_Number,GET,Get Sim Serial Number with MSISDN No.(greater or less than 10 digit number),Sim_Serial_Number;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,80262020091,,,,,,,752336558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/sim-serial-number,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC027,Subscriber Profile,Sim_Serial_Number,GET,Get Sim Serial Number with  invalid MSISDN No .,Sim_Serial_Number;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/sim-serial-number,172.24.6.215,application/json,NG,en-US,500,status;error;message,,Negative
NG,TC028,Subscriber Profile,Update_Alternate_Number,POST,Post Update Alternate Number with valid MSISDN No .,Update_Alternate_Number;Validate_Response;Result,1,,,,30002,9205875403,,,,,,,,,,,,8026202009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/update-alternate-number,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
NG,TC029,Subscriber Profile,Update_Alternate_Number,POST,Post Update Alternate Number with blank MSISDN No ,Update_Alternate_Number;Validate_Response;Result,1,,,,30002,9205875403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/update-alternate-number,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC030,Subscriber Profile,Query_Balance,GET,Get Query balance with valid MSISDN No and valid Service Type,Query_Balance;Validate_Response;Result,1,Airtime-1,,,30002,,,,,,,,,,,,,8026202009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,200,queryBalanceResult;balanceDescription;balance;expireTime;unitType;bundleType;1,,Positive
NG,TC031,Subscriber Profile,Query_Balance,GET,Get Query Balance with invalid MSISDN No and valid Service Type,Query_Balance;Validate_Response;Result,1,Airtime-1,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC032,Subscriber Profile,Query_Balance,GET,Get Query Balance With empty MSISDN No and Valid Service Type,Query_Balance;Validate_Response;Result,1,Airtime-1,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC033,Subscriber Profile,Query_Balance,GET,Get Qyery Balance with other opco MSISDN No and and Valid Service Type,Query_Balance;Validate_Response;Result,1,Airtime-1,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC034,Subscriber Profile,Query_Balance,GET,Get Query Balance with invalid MSISDN No and invalid Service Type,Query_Balance;Validate_Response;Result,1,Airtime-123,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC035,Subscriber Profile,Query_Balance,GET,Get Query Balance With empty MSISDN No and invalid Service Type,Query_Balance;Validate_Response;Result,1,Airtime-124,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC036,Subscriber Profile,Query_Balance,GET,Get Qyery Balance with other opco MSISDN No and and invalid Service Type,Query_Balance;Validate_Response;Result,1,Airtime-125,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC037,Subscriber Profile,Query_Balance,GET,Get Query Balance with invalid MSISDN No and Empty Service Type,Query_Balance;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC038,Subscriber Profile,Query_Balance,GET,Get Query Balance With empty MSISDN No and Empty Service Type,Query_Balance;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC039,Subscriber Profile,Query_Balance,GET,Get Qyery Balance with other opco MSISDN No and and Empty Service Type,Query_Balance;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/query-balance,172.24.6.215,application/json,NG,en-US,502,status;error;message,,Negative
NG,TC040,Subscriber Profile,Recharge_History,GET,Get Recharge History with valid MSISDN and with valid End date and Start date,Recharge_History;Validate_Response;Result,1,,1.55E+12,1.57E+12,30002,,,,,,,,,,,,,8026202009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/recharge-history,172.24.6.215,application/json,NG,en-US,200,rechargeHistoryList;subscriberNumber;amount;currencyCode;paymentMode;tradeTime;validity;operatorID;internalSerialNo,,Positive
NG,TC041,Subscriber Profile,Recharge_History,GET,Get Recharge History with valid other opco MSISDN and with valid End date and Start date,Recharge_History;Validate_Response;Result,1,,1.55E+12,1.57E+12,30002,,,,,,,,,,,,,7060340370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/recharge-history,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
NG,TC042,Subscriber Profile,Recharge_History,GET,Get Recharge History with valid MSISDN and with blank End date and Start date,Recharge_History;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,8026202009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/recharge-history,172.24.6.215,application/json,NG,en-US,502,error;message,,Negative
NG,TC043,Subscriber Profile,Recharge_History,GET,Get Recharge History with invalid MSISDN and Empty date,Recharge_History;Validate_Response;Result,1,,,,30002,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-profile/v1/recharge-history,172.24.6.215,application/json,NG,en-US,502,error;message,,Negative
